id;description_zh;description_en;part_number;name_en;name_zh;category_en;category_zh;manufacturing_country_en;manufacturing_country_zh;condition_zh;condition_en;quality;car_brand_en;car_brand_zh;car_model_en;car_model_zh;part_year;factory_part_zh;factory_part_en;factory_name_zh;factory_name_en;factory_phone_number;factory_site_url
7028;右前外壳，坚固的车身面板，设计用于实现无缝贴合并提升车辆美观度。;Front Right Outer Shell, a robust body panel designed for a seamless fit and enhanced vehicle aesthetics.;6Q0498099G;Front right CV joint;右前等速万向节;Drivetrain;传动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;球笼;ball cage;瑞安市凯业汽车零部件有限公司;Ruian Kaiye Auto Parts Co., Ltd.;86-0577-65361965;http://www.ruiankaiye.com/
7029;左前外壳，精密贴合的车身面板，具有卓越的耐用性和与原厂相匹配的表面处理。;Front Left Outer Shell, a precision-fit body panel offering superior durability and a factory-matched finish.;6QD498103;Front left CV joint;左前等速万向节;Drivetrain;传动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;球笼;ball cage;瑞安市凯业汽车零部件有限公司;Ruian Kaiye Auto Parts Co., Ltd.;86-0577-65361965;http://www.ruiankaiye.com/
7030;左前内挡泥板，一种用于保护轮拱和优化气流管理的耐用部件。;Front Left Inner Fender, a resilient component for wheel well protection and optimal airflow management.;6RU845011FNVB;Front left CV joint;左前等速万向节;Drivetrain;传动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;球笼;ball cage;瑞安市凯业汽车零部件有限公司;Ruian Kaiye Auto Parts Co., Ltd.;86-0577-65361965;http://www.ruiankaiye.com/
7031;挡风玻璃（底涂玻璃），一种用于安装挡风玻璃的密封剂，可提供防风雨密封并防止泄漏。;Windshield (Underglaze), a sealant for windshield installation, providing a weather-tight seal and preventing leaks.;6RU845011FNVB;Front windshield;前挡风玻璃;Body / Glass;主体/玻璃;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;;#VALUE!;;;;
7032;离合器缸，一种精密设计的液压元件，用于实现平稳可靠的离合器操作。;Clutch Cylinder, a precision-engineered hydraulic component for smooth and reliable clutch operation.;6R1611019A;Clutch cylinder;离合器液压缸;Clutch System;离合器系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;;#VALUE!;;;;
7033;制动主缸，是实现最佳液压和可靠制动性能的优质部件。;Master Brake Cylinder, a premium component for optimal hydraulic pressure and reliable braking performance.;6RG955425A;Master cylinder;主缸;Braking System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;;#VALUE!;;;;
7034;雨刮片，高性能雨刮片，确保在各种天气条件下都能拥有清晰的视野。;Wiper Blades, high-performance blades for clear visibility in all weather conditions.;1K6955651;Windshield wiper blade;雨刷片;Accessories / Wipers;配件/雨刮器;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;;#VALUE!;;;;
7035;挡风玻璃雨刮电机，一款动力强劲的电机，专为高效可靠地刮除挡风玻璃而设计。;Windshield Wiper Motor, a powerful motor designed for efficient and reliable windshield wiping.;6Q0260849E;Windshield wiper motor;雨刷电机;Accessories / Wipers;配件/雨刮器;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;;#VALUE!;;;;
7036;发电机皮带，一种耐用的皮带，用于高效地将动力传输到发电机。;Dynamo Belt, a durable belt for efficient power transmission to the dynamo.;6Q0260849E;Alternator belt;发电机皮带;Engine / Belts;发动机/皮带;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;皮带;belt;河北省巨鹿县东风内燃机配件厂;Hebei Province Julu County Dongfeng Internal Combustion Engine Parts Factory;0319-4333791;
7037;发电机电枢（绕组），一种用于高效发电的精密绕制元件。;Dynamo Armature (Winding), a precision-wound component for efficient electrical generation.;06B903803B;Alternator winding;发电机绕组;Engine / Alternator;发动机/交流发电机;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;发电机;dynamo;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
7038;发电机继电器，一款用于控制充电系统和电气负载的强大继电器。;Dynamo Relay, a robust relay for controlling the charging system and electrical loads.;03C903023A;Alternator relay;发电机继电器;Engine / Alternator;发动机/交流发电机;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;发电机;dynamo;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
7039;发电机，一种高输出功率的电力发电机，设计用于可靠地输送电力。;Dynamo, a high-output electrical generator designed for reliable power delivery.; 1004011325;Alternator;发电机;Engine / Alternator;发动机/交流发电机;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;发电机;dynamo;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
7040;启动锚，一种用于高效启动发动机的重型部件。;Starter Anchor, a heavy-duty component for efficient engine starting.;1004338102;Starter coil;起动机绕组;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
7041;启动器碳，一种经久耐用的部件，旨在确保启动电机的可靠性能。;Starter Carbon, a long-lasting component designed for reliable starter motor performance.;0AH911287A;Starter brush;起动机碳刷;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
7042;启动开关（自动），一种精密设计的开关，可实现发动机的无缝启动操作。;Starter Switch (Automatic), a precision-engineered switch for seamless engine starting operation.;1.980452625M;Starter solenoid;起动机电磁开关;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
7043;起动齿轮（Bendix），一种用于可靠启动电机的耐用部件。;Starter Transmission (Bendix), a durable component for reliable starter motor engagement.;02M911023S;Starter drive;起动机单向器;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
7044;起动电机，高扭矩电机，可可靠启动发动机。;Starter, a high-torque motor for dependable engine starting.;6RU919051A;Starter motor;起动机;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
7045;燃油泵，一种高性能泵，可向发动机持续输送燃油。;Fuel Pump, a high-performance pump for consistent fuel delivery to the engine.;03C121008J ;Fuel pump;燃油泵;Fuel System;燃油系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;水泵;water pump;临清市锡柴水泵有限公司;LINQINGSHI XICHAISHUIBENG CO.LTD.;0635-2613435;http://sdxcsb.cn/
7046;水泵，一款经久耐用的水泵，可实现高效的冷却液循环和最佳的发动机冷却。;Water Pump, a durable pump for efficient coolant circulation and optimal engine cooling.;03C121008J ;Water pump;水泵;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;水泵;water pump;临清市锡柴水泵有限公司;LINQINGSHI XICHAISHUIBENG CO.LTD.;0635-2613435;http://sdxcsb.cn/
7047;燃油喷射器清洗，一项恢复燃油喷射器性能并提高发动机效率的服务。;Fuel Injector Cleaning, a service for restoring fuel injector performance and improving engine efficiency.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;;#VALUE!;;;;
7048;供暖炉管（软管），一种用于供暖系统中高效冷却剂流动的加强型软管。;Heating Furnace Pipe (Hose), a reinforced hose for efficient coolant flow in the heating system.;6R0122051BA;Heater hose;暖风水管;Cooling / Heating System;制冷/制热系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
7049;下散热器管，一种精密配合的软管，用于确保下散热器中冷却液的可靠循环。;Lower Radiator Pipe, a precision-fit hose for reliable coolant circulation in the lower radiator.;6R0122101BH;Lower radiator hose;散热器下水管;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
7050;上部散热器管，一种坚固的软管，用于确保上部散热器中冷却液的高效流动。;Upper Radiator Pipe, a robust hose for efficient coolant flow in the upper radiator.;05C919501;Upper radiator hose;散热器上水管;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
7051;水温传感器，专为精确监测发动机温度而设计。;Water Temperature Sensor designed for accurate engine temperature monitoring.;03C121110Q;Coolant temperature sensor;冷却液温度传感器;Engine / Sensors;发动机/传感器;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
7052;专为精确调节发动机温度而设计的恒温器。;Thermostat engineered for precise engine temperature regulation.;6R0819031;Thermostat;恒温器;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;节温器;thermostat;慈溪市方佳汽配有限公司;Cixi Fangjia Auto Parts Co.,Ltd;0574-63406888;www.dfsyb.com
7053;专为高效舱室供暖而设计的取暖炉散热器。;Heating Stove Radiator designed for efficient cabin heating performance.;09G409061B;Heater core;暖风散热器;Cooling / Heating System;制冷/制热系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;散热器;heat sink;山东欣亿翔汽车零部件有限公司;SHANDONG XINYIXIANG AUTOMOTIVE PARTS CO.，LTD.;0158-63654999;https://www.sdxinyixiang.com/
7054;专为实现最佳发动机机油冷却而设计的机油散热器。;Oil Radiator designed for optimal engine oil cooling.;6R0121253;Oil cooler;机油冷却器;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;散热器;heat sink;山东欣亿翔汽车零部件有限公司;SHANDONG XINYIXIANG AUTOMOTIVE PARTS CO.，LTD.;0158-63654999;https://www.sdxinyixiang.com/
7055;专为高效发动机冷却而设计的水冷散热器。;Water Radiator engineered for efficient engine cooling.;09G409061B;Radiator;散热器;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;散热器;heat sink;山东欣亿翔汽车零部件有限公司;SHANDONG XINYIXIANG AUTOMOTIVE PARTS CO.，LTD.;0158-63654999;https://www.sdxinyixiang.com/
7056;专为实现最佳动力转向系统性能而设计的动力转向液。;Power Steering Fluid designed for optimal power steering system performance.;ATF 3;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;;#VALUE!;;;;
7057;动力转向总成，实现灵敏可靠的转向。;Power Steering Assembly for responsive and reliable steering.;06RU423510AF;Power steering rack;转向助力齿条;Steering / Power Steering;转向/动力转向;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;转向拉杆;Steering tie rod;济南泽发共赢配件制造有限公司;JINAN ZEFA WIN WIN ACCESSORIES MANUFACTURING CO.，LTD.;0531-82886188;
7058;用于实现最佳制动系统性能的制动液。;Brake Fluid for optimal brake system performance.;DOT 4;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;;#VALUE!;;;;
7059;后轮刹车辅助装置，提供可靠的刹车性能。;Rear Brake Support for reliable braking performance.;6RF615123;Rear brake caliper;后刹车卡钳;Braking System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;制动钳;Brake caliper;山东春城汽车零部件制造有限公司;Shandong Chuncheng Automotive Parts Manufacturing Co., Ltd;15688882128,00;
7060;前轮刹车支撑，提供可靠的制动性能。;Front Brake Support for reliable braking performance.;6R0611701F;Front brake caliper;前刹车卡钳;Braking System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;制动钳;Brake caliper;山东春城汽车零部件制造有限公司;Shandong Chuncheng Automotive Parts Manufacturing Co., Ltd;15688882128,00;
7061;用于高效输送制动液的制动软管。;Brake Hose for efficient brake fluid transfer.;2Q0411315B;Brake hose;刹车软管;Braking System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
7062;连杆（稳定杆）用于增强车辆的稳定性和操控性。;Link (Stabilizer Bar) for enhanced vehicle stability and handling.;6C0407621;Stabilizer link;稳定杆连接杆;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
